"area_id","manzana_label","mza","variable","categoria","casos","pct"
"07010100010020003300","070101000100200033 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 033","033","sexo","Mujer",71,0.559055118110236
"07010100010020003400","070101000100200034 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 034","034","sexo","Hombre",74,0.528571428571429
"07010100010020003400","070101000100200034 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 034","034","sexo","Mujer",66,0.471428571428571
"07010100010020003600","070101000100200036 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036","036","sexo","Hombre",26,0.541666666666667
"07010100010020003600","070101000100200036 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 036","036","sexo","Mujer",22,0.458333333333333
"07010100010020003700","070101000100200037 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 037","037","sexo","Hombre",23,0.5
"07010100010020003700","070101000100200037 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 037","037","sexo","Mujer",23,0.5
"07010100010020003800","070101000100200038 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 038","038","sexo","Hombre",81,0.6
"07010100010020003800","070101000100200038 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 038","038","sexo","Mujer",54,0.4
"07010100010020003900","070101000100200039 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 039","039","sexo","Hombre",82,0.476744186046512
"07010100010020003900","070101000100200039 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 039","039","sexo","Mujer",90,0.523255813953488
"07010100010020004000","070101000100200040 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 040","040","sexo","Hombre",66,0.471428571428571
"07010100010020004000","070101000100200040 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 040","040","sexo","Mujer",74,0.528571428571429
"07010100010020004100","070101000100200041 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 041","041","sexo","Hombre",91,0.551515151515151
"07010100010020004100","070101000100200041 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 041","041","sexo","Mujer",74,0.448484848484849
"07010100010020004200","070101000100200042 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 042","042","sexo","Hombre",47,0.401709401709402
"07010100010020004200","070101000100200042 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 042","042","sexo","Mujer",70,0.598290598290598
"07010100010020004300","070101000100200043 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 043","043","sexo","Hombre",84,0.506024096385542
"07010100010020004300","070101000100200043 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 043","043","sexo","Mujer",82,0.493975903614458
"07010100010020004400","070101000100200044 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 044","044","sexo","Hombre",59,0.508620689655172
"07010100010020004400","070101000100200044 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 044","044","sexo","Mujer",57,0.491379310344828
"07010100010020004500","070101000100200045 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 045","045","sexo","Hombre",111,0.544117647058823
"07010100010020004500","070101000100200045 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 045","045","sexo","Mujer",93,0.455882352941176
"07010100010020004600","070101000100200046 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 046","046","sexo","Hombre",71,0.470198675496689
"07010100010020004600","070101000100200046 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 046","046","sexo","Mujer",80,0.529801324503311
"07010100010020004700","070101000100200047 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 047","047","sexo","Hombre",82,0.503067484662577
"07010100010020004700","070101000100200047 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 047","047","sexo","Mujer",81,0.496932515337423
"07010100010020004800","070101000100200048 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 048","048","sexo","Hombre",52,0.456140350877193
"07010100010020004800","070101000100200048 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 048","048","sexo","Mujer",62,0.543859649122807
"07010100010020004900","070101000100200049 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 049","049","sexo","Hombre",68,0.465753424657534
"07010100010020004900","070101000100200049 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 049","049","sexo","Mujer",78,0.534246575342466
"07010100010020005000","070101000100200050 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050","050","sexo","Hombre",79,0.519736842105263
"07010100010020005000","070101000100200050 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 050","050","sexo","Mujer",73,0.480263157894737
"07010100010020005101","070101000100200051A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 051A","051A","sexo","Hombre",97,0.535911602209945
"07010100010020005101","070101000100200051A, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 051A","051A","sexo","Mujer",84,0.464088397790055
"07010100010020005200","070101000100200052 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052","052","sexo","Hombre",45,0.511363636363636
"07010100010020005200","070101000100200052 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 052","052","sexo","Mujer",43,0.488636363636364
"07010100010020005300","070101000100200053 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 053","053","sexo","Hombre",74,0.517482517482518
"07010100010020005300","070101000100200053 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 053","053","sexo","Mujer",69,0.482517482517482
"07010100010020005400","070101000100200054 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 054","054","sexo","Hombre",28,0.518518518518518
"07010100010020005400","070101000100200054 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 054","054","sexo","Mujer",26,0.481481481481481
"07010100010020088888","0701010001002008888, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 8888","8888","sexo","Hombre",37,0.45679012345679
"07010100010020088888","0701010001002008888, Callao,Callao,Callao,Centro Poblado: Callao,Mza: 8888","8888","sexo","Mujer",44,0.54320987654321
"07010100010030000100","070101000100300001 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 001","001","sexo","Hombre",21,0.5
"07010100010030000100","070101000100300001 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 001","001","sexo","Mujer",21,0.5
"07010100010030000200","070101000100300002 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 002","002","sexo","Hombre",15,0.483870967741935
"07010100010030000200","070101000100300002 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 002","002","sexo","Mujer",16,0.516129032258065
"07010100010030000300","070101000100300003 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 003","003","sexo","Hombre",58,0.527272727272727
"07010100010030000300","070101000100300003 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 003","003","sexo","Mujer",52,0.472727272727273
"07010100010030000400","070101000100300004 , Callao,Callao,Callao,Centro Poblado: Callao,Mza: 004","004","sexo","Hombre",38,0.426966292134831
